model,task_id,scene,instruction,wm_success,baseline_success,wm_status,wm_fail_reason,wm_steps,wm_total_tokens
qwen3vl-30b,ai2thor05529,FloorPlan219,I'd like to work at the other desk. Please take the tissues next to the laptop and put them beside the newspaper on that desk,0,0,failed_model,Reached maximum step limit (24 steps),24,249699
qwen3vl-30b,ai2thor05531,FloorPlan220,"It's a bright and sunny afternoon; I'm going to turn off the wall light in the room, switch on the TV, and enjoy the rest of the day",0,0,failed_model,Model claimed DONE but success conditions not met,15,117927
qwen3vl-30b,ai2thor05527,FloorPlan319,"I'm the MVP of the basketball league. Next to a painting on my bookshelf is my MVP trophy; I want to place it on the dresser , then pick up the basketball and work out",0,0,failed_model,Reached maximum step limit (30 steps),30,387724
qwen3vl-30b,ai2thor05532,FloorPlan220,"I'm taking out the trash, and the glove sculpture in front of me is something I really dislike—please pick it up, walk over to the trash can, and smash it",0,0,failed_model,Reached maximum step limit (28 steps),28,336269
qwen3vl-30b,ai2thor05534,FloorPlan220,"I'm going to walk out for a bit—I don't want to leave the door open, so please pick up the key chain and turn off the light",0,0,failed_model,Reached maximum step limit (26 steps),26,291477
qwen3vl-30b,ai2thor05535,FloorPlan201,"I'm the housekeeper of this room, and I need to keep it tidy every day. I'd like to water the flowers by the door first, then clear the plates from the dinner table.",0,0,failed_model,Reached maximum step limit (20 steps),20,188325
qwen3vl-30b,ai2thor05538,FloorPlan202,I'm going to the gym and need to put my watch in the box—please pick up the watch and place it in the box,0,0,failed_model,Reached maximum step limit (22 steps),22,208467
qwen3vl-30b,ai2thor05536,FloorPlan201,I'm about to have dinner—please take the bowl from the coffee table and bring it to the dinner table,0,0,failed_model,Reached maximum step limit (24 steps),24,255253
qwen3vl-30b,ai2thor05542,FloorPlan429,I'm cleaning the bathroom right now—I'm throwing the rag into the trash can,0,0,failed_model,"Environment exception: 
	Action: ""ThrowObject"" called with invalid argument: 'objectId'
	Expected arguments: Single moveMagnitude, Boolean forceAction = False, Boolean autoSimulation = True
	Your arguments: 'objectId', 'forceAction', 'moveMagnitude'
	Valid ways to call ""ThrowObject"" action:
		Void ThrowObject(Single moveMagnitude, Boolean forceAction = False, Boolean autoSimulation = True)",2,11860
qwen3vl-30b,ai2thor05537,FloorPlan201,I've finished dinner and feel like reading the paper—please pick up the newspaper and set it right next to the bowl on the coffee table so I can relax and read.,0,0,failed_model,Reached maximum step limit (30 steps),30,367021
qwen3vl-30b,ai2thor05545,FloorPlan429,"I want to wash my face—please pick up the soap bottle, turn on the faucet, and then put it back on the side table where it was.",0,0,failed_model,Model claimed DONE but success conditions not met,4,17190
qwen3vl-30b,ai2thor05543,FloorPlan429,I need to use the toilet—please lift the lid and then put the toilet paper into the toilet paper hanger.,0,0,failed_model,Model determined task cannot be completed or refused to continue,6,29895
qwen3vl-30b,ai2thor05539,FloorPlan202,Please pick up the book on the TV stand—the one that seems to be about deep learning—and place it on the sofa; I'll come study it in a bit,0,0,failed_model,Reached maximum step limit (22 steps),22,214800
qwen3vl-30b,ai2thor05546,FloorPlan428,"I'm going to take a shower—open the shower door, step inside, turn on the faucet",0,0,failed_model,Model claimed DONE but success conditions not met,4,17175
qwen3vl-30b,ai2thor05549,FloorPlan427,I want to wash my face—could you turn on the faucet for me?,1,1,success,,2,7244
qwen3vl-30b,ai2thor05540,FloorPlan202,I'm getting ready to head out—please water the potted plant on the table and then turn off the wall light.,0,0,failed_model,Reached maximum step limit (22 steps),22,227163
qwen3vl-30b,ai2thor05548,FloorPlan427,"I'm about to hop in the shower. Could you grab the soap, drop it on the tub, and pull the curtain open for me?",0,0,failed_model,Model claimed DONE but success conditions not met,6,29227
qwen3vl-30b,ai2thor05553,FloorPlan423,I want to clean the shower glass—please grab the spray bottle,1,1,success,,2,7234
qwen3vl-30b,ai2thor05551,FloorPlan425,I'm in a hurry to use the toilet—could you take the paper towel from the sink counter and place it on the toilet for me?,0,0,failed_model,Model claimed DONE but success conditions not met,7,36454
qwen3vl-30b,ai2thor05541,FloorPlan203,"I’ve finished dinner and feel like scrolling on my phone for a bit—please pick it up from the dining table, turn it on, and set it on the coffee table so I can relax with a full stomach",0,0,failed_model,Reached maximum step limit (32 steps),32,421058
qwen3vl-30b,ai2thor05550,FloorPlan426,I need to use the toilet. Could you lift the seat for me? Thanks.,0,1,failed_model,Reached maximum step limit (12 steps),12,83769
qwen3vl-30b,ai2thor05547,FloorPlan428,I've finished my shower. Please open the bathroom door for me and turn off the lights. Thank you.,0,0,failed_model,Reached maximum step limit (20 steps),20,187815
qwen3vl-30b,ai2thor05555,FloorPlan402,I'm about to start my bath—please pick up the candle next to the bathtub and place it on the countertop to keep water from splashing onto it.,0,0,failed_model,Model determined task cannot be completed or refused to continue,7,36463
qwen3vl-30b,ai2thor05554,FloorPlan422,I've finished using the toilet and washing my hands—please take a hand towel from the hand-towel holder so I can dry them.,0,1,failed_model,Reached maximum step limit (12 steps),12,80267
qwen3vl-30b,ai2thor05552,FloorPlan424,I am done with the big clean. My rag is really dirty. Could you toss it in the trash for me?,0,0,failed_model,Reached maximum step limit (18 steps),18,156875
qwen3vl-30b,ai2thor05556,FloorPlan212,I feel like going out for a walk—could you hand me my boots?,0,0,failed_model,Reached maximum step limit (12 steps),12,80825
qwen3vl-30b,ai2thor05557,FloorPlan212,"I'm about to start work—please fill the kettle with coffee, then pick it up and place it on the coffee table.",0,0,failed_model,Reached maximum step limit (16 steps),16,126878
qwen3vl-30b,ai2thor05558,FloorPlan212,I need to go to the bank—could you find my credit card and hand it to me if you locate it?,0,0,failed_model,Reached maximum step limit (12 steps),12,84220
qwen3vl-30b,ai2thor05559,FloorPlan213,"I am heading out to work. Could you do me a quick favor? Grab my watch from the side table and set it on the dresser, then bring my laptop along so I do not forget it.",0,0,failed_model,Reached maximum step limit (22 steps),22,209856
qwen3vl-30b,ai2thor05563,FloorPlan206,I'm looking for the remote. Could you look for the remote on the dresser and then set it on the coffee table in front of the TV?,1,0,success,,11,70937
qwen3vl-30b,ai2thor05562,FloorPlan205,I'm tidying up—please put the watch and credit card from the table into the box,0,1,failed_model,Reached maximum step limit (18 steps),18,154815
qwen3vl-30b,ai2thor05564,FloorPlan208,"I'm getting sleepy—could you turn off all the lights in the room for me, including the one over the dining table and the floor lamp? Thanks.",0,0,failed_model,Model claimed DONE but success conditions not met,9,53998
qwen3vl-30b,ai2thor05560,FloorPlan214,"Please find the vase that’s sitting on the shelf, pick it up, and set it on the side table next to the sofa.",0,0,failed_model,Reached maximum step limit (22 steps),22,229802
qwen3vl-30b,ai2thor05568,FloorPlan401,"Can you find my dish sponge? If you do, please put it in the sink—I want to wash the dishes",0,0,failed_model,Model claimed DONE but success conditions not met,3,11751
qwen3vl-30b,ai2thor05567,FloorPlan218,Could you please take my phone from the dining table and put it on the chair? I left it there after finishing my meal.,0,0,failed_model,Model claimed DONE but success conditions not met,6,29135
qwen3vl-30b,ai2thor05570,FloorPlan412,"I'm going to step into the shower—please open the door for me, turn on the faucet, and hand me the towel for drying off",0,0,failed_model,Model claimed DONE but success conditions not met,7,36793
qwen3vl-30b,ai2thor05561,FloorPlan215,"I’m ready to really kick back and watch some TV. Could you grab the kettle, fill it up, and set it on the coffee table? Then switch the TV on for me. Nothing beats sipping water while I binge my show.",0,0,failed_model,Reached maximum step limit (32 steps),32,428966
qwen3vl-30b,ai2thor05573,FloorPlan409,I don't need this rag anymore. Please throw it in the trash.,0,0,failed_model,"Environment exception: 
	Action: ""ThrowObject"" called with invalid argument: 'objectId'
	Expected arguments: Single moveMagnitude, Boolean forceAction = False, Boolean autoSimulation = True
	Your arguments: 'objectId', 'forceAction', 'moveMagnitude'
	Valid ways to call ""ThrowObject"" action:
		Void ThrowObject(Single moveMagnitude, Boolean forceAction = False, Boolean autoSimulation = True)",15,128653
qwen3vl-30b,ai2thor05566,FloorPlan218,"I'd like some wine with dinner—please find my watering can, fill it with wine, and place it on the dining table",0,0,failed_model,Reached maximum step limit (34 steps),34,469813
qwen3vl-30b,ai2thor05571,FloorPlan412,I left the cloth on the counter. Could you take it to the side table by the sink?,0,0,failed_model,Reached maximum step limit (26 steps),26,307600
qwen3vl-30b,ai2thor05565,FloorPlan218,Could you grab my phone from the dining table and bring it to the sofa? I'm feeling a bit lazy and don't want to get up.,0,0,failed_model,Reached maximum step limit (40 steps),40,604864
qwen3vl-30b,ai2thor05575,FloorPlan417,My soap bottle is empty. Could you throw it in the trash for me?,0,0,failed_model,Reached maximum step limit (28 steps),28,331796
qwen3vl-30b,ai2thor05578,FloorPlan418,Can you get the faucet running and grab the toilet paper? I'll use it when I'm done washing up.,0,0,failed_model,Model claimed DONE but success conditions not met,9,53548
qwen3vl-30b,ai2thor05579,FloorPlan415,"I'm feeling chilly after my shower. First, could you get the candle from under the counter and place it up top? Then, go ahead and light it, please",0,0,failed_model,Model determined task cannot be completed or refused to continue,9,54680
qwen3vl-30b,ai2thor05580,FloorPlan402,I think I left my towel in the shower. Would you mind opening the shower door and stepping in to get it for me?,0,0,failed_model,Model determined task cannot be completed or refused to continue,4,17181
qwen3vl-30b,ai2thor05577,FloorPlan418,"I accidentally threw the paper into the trash can next to the toilet. Could you go over, take it out, and place it on the counter top for me?",0,0,failed_model,Reached maximum step limit (18 steps),18,159960
qwen3vl-30b,ai2thor05576,FloorPlan418,This bar of soap is no longer useful. I'd like to throw it in the trash can next to the toilet,0,0,failed_model,Reached maximum step limit (22 steps),22,226103
qwen3vl-30b,ai2thor06000,FloorPlan301,I'm getting ready to draw. Could you take a pencil from the drawer next to the bed and place the pencil on the desk for me?,0,0,failed_model,Model claimed DONE but success conditions not met,13,94489
qwen3vl-30b,ai2thor05572,FloorPlan430,We are out of paper by the sink. Could you move the tissues from the counter top to the side table next to it?,0,0,failed_model,Reached maximum step limit (66 steps),66,1130046
